item_name,item_price,sale_date
Sandwich,8.5,2026-05-29
Sandwich,8.5,2026-06-06
Pastry,4.5,2026-05-20
Sandwich,8.5,2026-06-22
Muffin,3.5,2026-06-21
Pastry,4.5,2026-05-13
Muffin,3.5,2026-04-02
Pastry,4.5,2026-06-09
Pastry,4.5,2026-05-23
Sandwich,8.5,2026-05-04
Muffin,3.5,2026-06-09
Pastry,4.5,2026-06-30
Chocolate,3.0,2026-04-24
Sandwich,8.5,2026-05-31
Muffin,3.5,2026-04-12
Cake,25.0,2026-06-18
Sandwich,8.5,2026-06-21
Sandwich,8.5,2026-04-09
Cake,25.0,2026-04-02
Muffin,3.5,2026-06-01
Muffin,3.5,2026-06-07
Pastry,4.5,2026-05-24
Cake,25.0,2026-04-23
Cake,25.0,2026-04-02
Cake,25.0,2026-06-20
Muffin,3.5,2026-05-18
Pastry,4.5,2026-06-22
Muffin,3.5,2026-06-04
Pastry,4.5,2026-06-26
Muffin,3.5,2026-04-17
Sandwich,8.5,2026-06-25
Chocolate,3.0,2026-05-25
Muffin,3.5,2026-04-13
Sandwich,8.5,2026-05-02
Chocolate,3.0,2026-06-20
Sandwich,8.5,2026-06-29
Cake,25.0,2026-05-20
Sandwich,8.5,2026-05-10
Chocolate,3.0,2026-05-28
Sandwich,8.5,2026-04-04
Muffin,3.5,2026-04-30
Cake,25.0,2026-06-30
Sandwich,8.5,2026-06-12
Cake,25.0,2026-05-04
Pastry,4.5,2026-06-15
Muffin,3.5,2026-04-12
Pastry,4.5,2026-06-20
Chocolate,3.0,2026-06-21
Chocolate,3.0,2026-04-18
Pastry,4.5,2026-04-20
Chocolate,3.0,2026-05-04
Muffin,3.5,2026-06-09
Sandwich,8.5,2026-05-25
Cake,25.0,2026-04-19
Pastry,4.5,2026-05-26
Chocolate,3.0,2026-06-21
Sandwich,8.5,2026-04-29
Chocolate,3.0,2026-04-15
Muffin,3.5,2026-06-29
Sandwich,8.5,2026-05-30
Sandwich,8.5,2026-04-25
Muffin,3.5,2026-04-20
Sandwich,8.5,2026-04-05
Chocolate,3.0,2026-04-21
Sandwich,8.5,2026-05-05
Chocolate,3.0,2026-05-29
Muffin,3.5,2026-04-12
Pastry,4.5,2026-04-04
Cake,25.0,2026-06-30
Sandwich,8.5,2026-06-21
Cake,25.0,2026-05-06
Chocolate,3.0,2026-04-14
Muffin,3.5,2026-05-02
Sandwich,8.5,2026-04-08
Chocolate,3.0,2026-06-23
Cake,25.0,2026-05-23
Chocolate,3.0,2026-05-28
Cake,25.0,2026-06-25
Cake,25.0,2026-05-01
Sandwich,8.5,2026-04-04
Cake,25.0,2026-06-17
Chocolate,3.0,2026-04-10
Chocolate,3.0,2026-05-15
Muffin,3.5,2026-05-06
Sandwich,8.5,2026-04-26
Sandwich,8.5,2026-05-27
Muffin,3.5,2026-05-24
Pastry,4.5,2026-04-23
Sandwich,8.5,2026-04-12
Chocolate,3.0,2026-05-05
Chocolate,3.0,2026-06-16
Muffin,3.5,2026-04-08
Chocolate,3.0,2026-06-16
Chocolate,3.0,2026-05-01
Muffin,3.5,2026-05-17
Cake,25.0,2026-04-26
Sandwich,8.5,2026-04-05
Sandwich,8.5,2026-06-27
Sandwich,8.5,2026-04-08
Chocolate,3.0,2026-06-24
Cake,25.0,2026-05-03
Muffin,3.5,2026-05-25
Cake,25.0,2026-06-09
Sandwich,8.5,2026-05-14
Sandwich,8.5,2026-06-09
Muffin,3.5,2026-06-03
Cake,25.0,2026-04-03
Sandwich,8.5,2026-06-14
Muffin,3.5,2026-04-19
Pastry,4.5,2026-05-21
Muffin,3.5,2026-06-02
Pastry,4.5,2026-04-25
Pastry,4.5,2026-05-13
Sandwich,8.5,2026-05-25
Muffin,3.5,2026-04-16
Sandwich,8.5,2026-04-10
Cake,25.0,2026-05-08
Chocolate,3.0,2026-06-11
Muffin,3.5,2026-04-11
Cake,25.0,2026-06-06
Muffin,3.5,2026-05-04
Cake,25.0,2026-06-04
Sandwich,8.5,2026-05-19
Sandwich,8.5,2026-04-09
Chocolate,3.0,2026-06-27
Chocolate,3.0,2026-05-14
Cake,25.0,2026-05-07
Chocolate,3.0,2026-04-29
Muffin,3.5,2026-05-01
Chocolate,3.0,2026-05-28
Pastry,4.5,2026-04-18
Chocolate,3.0,2026-04-15
Sandwich,8.5,2026-05-31
Pastry,4.5,2026-05-30
Cake,25.0,2026-04-27
Muffin,3.5,2026-04-19
Muffin,3.5,2026-05-27
Cake,25.0,2026-06-18
Chocolate,3.0,2026-05-05
Cake,25.0,2026-05-15
Sandwich,8.5,2026-06-01
Cake,25.0,2026-06-22
Muffin,3.5,2026-05-30
Pastry,4.5,2026-05-30
Pastry,4.5,2026-04-29
Muffin,3.5,2026-05-05
Pastry,4.5,2026-05-06
Sandwich,8.5,2026-05-02
Chocolate,3.0,2026-05-12
Pastry,4.5,2026-06-27
Chocolate,3.0,2026-05-19
Cake,25.0,2026-05-28
Chocolate,3.0,2026-04-09
Sandwich,8.5,2026-05-15
Chocolate,3.0,2026-05-26
Cake,25.0,2026-06-01
Cake,25.0,2026-05-06
Cake,25.0,2026-06-30
Pastry,4.5,2026-05-31
Sandwich,8.5,2026-04-14
Sandwich,8.5,2026-06-08
Sandwich,8.5,2026-05-17
Chocolate,3.0,2026-06-22
Chocolate,3.0,2026-05-03
Muffin,3.5,2026-04-04
Sandwich,8.5,2026-04-19
Chocolate,3.0,2026-05-02
Pastry,4.5,2026-04-24
Sandwich,8.5,2026-04-16
Chocolate,3.0,2026-05-29
Cake,25.0,2026-04-17
Muffin,3.5,2026-06-13
Sandwich,8.5,2026-05-29
Muffin,3.5,2026-05-25
Muffin,3.5,2026-04-04
Muffin,3.5,2026-06-23
Cake,25.0,2026-06-08
Muffin,3.5,2026-06-05
Chocolate,3.0,2026-05-30
Pastry,4.5,2026-05-10
Sandwich,8.5,2026-05-07
Chocolate,3.0,2026-06-24
Pastry,4.5,2026-04-01
Cake,25.0,2026-06-13
Sandwich,8.5,2026-06-30
Muffin,3.5,2026-04-20
Chocolate,3.0,2026-04-13
Chocolate,3.0,2026-06-17
Sandwich,8.5,2026-04-11
Sandwich,8.5,2026-05-23
Chocolate,3.0,2026-05-03
Sandwich,8.5,2026-05-06
Sandwich,8.5,2026-06-12
Chocolate,3.0,2026-04-07
Muffin,3.5,2026-06-22
Cake,25.0,2026-04-17
Sandwich,8.5,2026-06-05
Muffin,3.5,2026-04-24
Cake,25.0,2026-06-30
Chocolate,3.0,2026-04-27
Muffin,3.5,2026-04-26
Muffin,3.5,2026-06-28
Pastry,4.5,2026-05-24
Pastry,4.5,2026-05-18
Pastry,4.5,2026-06-08
Pastry,4.5,2026-04-19
Cake,25.0,2026-05-14
Chocolate,3.0,2026-05-12
Sandwich,8.5,2026-06-04
Sandwich,8.5,2026-06-26
Chocolate,3.0,2026-05-13
Chocolate,3.0,2026-06-10
Chocolate,3.0,2026-05-02
Sandwich,8.5,2026-04-21
Cake,25.0,2026-05-22
Pastry,4.5,2026-04-21
Muffin,3.5,2026-04-22
Muffin,3.5,2026-04-02
Muffin,3.5,2026-06-27
Chocolate,3.0,2026-06-04
Chocolate,3.0,2026-05-19
Chocolate,3.0,2026-04-30
Pastry,4.5,2026-06-24
Chocolate,3.0,2026-05-17
Cake,25.0,2026-06-12
Sandwich,8.5,2026-05-04
Chocolate,3.0,2026-05-24
Sandwich,8.5,2026-06-07
Pastry,4.5,2026-05-04
Chocolate,3.0,2026-06-12
Cake,25.0,2026-05-26
Pastry,4.5,2026-04-19
Cake,25.0,2026-05-04
Cake,25.0,2026-05-19
Sandwich,8.5,2026-04-16
Pastry,4.5,2026-05-19
Pastry,4.5,2026-05-22
Pastry,4.5,2026-05-23
Chocolate,3.0,2026-06-01
Sandwich,8.5,2026-05-26
Chocolate,3.0,2026-06-12
Chocolate,3.0,2026-05-01
Sandwich,8.5,2026-06-21
Cake,25.0,2026-05-18
Chocolate,3.0,2026-05-23
Sandwich,8.5,2026-05-03
Chocolate,3.0,2026-06-16
Cake,25.0,2026-04-20
Cake,25.0,2026-06-21
Chocolate,3.0,2026-04-13
Sandwich,8.5,2026-05-15
Chocolate,3.0,2026-06-22
Muffin,3.5,2026-06-06
Chocolate,3.0,2026-05-02
Sandwich,8.5,2026-06-11
Cake,25.0,2026-04-28
Muffin,3.5,2026-05-09
Muffin,3.5,2026-04-25
Cake,25.0,2026-05-31
Cake,25.0,2026-05-04
Sandwich,8.5,2026-06-02
Sandwich,8.5,2026-05-25
Cake,25.0,2026-06-13
Sandwich,8.5,2026-04-25
Chocolate,3.0,2026-04-25
Muffin,3.5,2026-04-05
Muffin,3.5,2026-04-28
Pastry,4.5,2026-06-27
Chocolate,3.0,2026-05-04
Cake,25.0,2026-04-01
Chocolate,3.0,2026-05-18
Sandwich,8.5,2026-05-30
Chocolate,3.0,2026-04-11
Sandwich,8.5,2026-06-15
Pastry,4.5,2026-06-16
Cake,25.0,2026-06-22
Pastry,4.5,2026-05-22
